Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Conseil 1 (product.metafields.custom.conseil_1),Conseil 2 (product.metafields.custom.conseil_2),Conseil 3 (product.metafields.custom.conseil_3),Question FAQ 1 (product.metafields.custom.question_faq_1),Question FAQ 2 (product.metafields.custom.question_faq_2),Question FAQ 3 (product.metafields.custom.question_faq_3),Question FAQ 4 (product.metafields.custom.question_faq_4),Titre Comment jouer (product.metafields.custom.titre_comment_jouer),Titre FAQ (product.metafields.custom.titre_faq),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Restrictions d’âge (product.metafields.shopify.age-restrictions),Caractéristiques du jeu de société (product.metafields.shopify.board-game-features),Mécanique du jeu de société (product.metafields.shopify.board-game-mechanics),Couleur (product.metafields.shopify.color-pattern),Compétences de dextérité (product.metafields.shopify.dexterity-skills),Type d’événement (product.metafields.shopify.event-type),Caractéristiques de jeu (product.metafields.shopify.game-features),Compétences de jeu (product.metafields.shopify.gameplay-skills),Rareté (product.metafields.shopify.rarity),Tranche d’âge recommandée (product.metafields.shopify.recommended-age-group),Thème (product.metafields.shopify.theme),Matériau du jeu/jouet (product.metafields.shopify.toy-game-material),Emballage de cartes à collectionner (product.metafields.shopify.trading-card-packaging),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
scrabble-classique-2-en-1-en-bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/scrabble-en-bois_1.webp?v=1772815359,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scrabble-classique-2-en-1-en-bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/scrabble-en-bois_2.webp?v=1772815359,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
priorities,Priorities,"<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">A partir de 2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">14 ans et +</td>
</tr>
</tbody>
</table>
<p data-start=""53"" data-end=""510"">Priorities est un jeu d’ambiance hilarant qui met vos préférences personnelles à l’épreuve. Dans chaque manche, un joueur doit classer secrètement plusieurs situations ou objets du quotidien selon ce qu’il préfère… ou déteste le plus. Le reste du groupe doit alors tenter de deviner cet ordre exact. Entre débats improbables, révélations surprenantes et fous rires garantis, ce jeu coopératif est parfait pour animer une soirée entre amis ou en famille.</p>
<p data-start=""512"" data-end=""706"">Accessible en quelques minutes, Priorities se base sur l’intuition, la psychologie et la connaissance que vous avez des autres joueurs. Parviendrez-vous à comprendre leurs véritables priorités ?</p>",Boutique Loufoque,Toys & Games > Games > Card Games,"","",true,Title,Default Title,,,,,,,,'5010996366344,550.0,shopify,4,deny,manual,17.90,,true,true,,,,,'5010996366344,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/priorities_64535db8-701f-4128-a29c-f42157656232.webp?v=1772813370,1,jeu de société ambiance,false,Priorities – Jeu d’ambiance coopératif hilarant,"Découvrez Priorities, le jeu d’ambiance où vous devez deviner les préférences de vos amis. Choix absurdes, débats et fous rires garantis.",,,,,,,,,,,,Observer les habitudes des autres joueurs,Analyser la logique du joueur cible,Encourager les discussions de groupe,Le jeu fonctionne-t-il mieux avec des amis proches ?,Est-ce un bon jeu pour démarrer une soirée ?,Pourquoi ce jeu crée-t-il autant de débats ?,Peut-on adapter les règles pour varier les parties ?,Comment jouer au jeu Priorities ?,FAQ – Tout savoir sur Priorities,,,,,,installation-rapide,questions,rouge; blanc; bleu,,,,deduction; correspondance,,14-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
priorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/priorities_1_30731f24-25e2-436b-a6ff-ea42557fdd57.webp?v=1772813370,2,jeu de société priorities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
priorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/priorities_2_f86ce670-9494-443d-b543-9afde448a0a7.webp?v=1772813370,3,party game priorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betrayal-at-house-on-the-hill,Betrayal at house on the hill,"<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 3 à 6 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">60-90 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<p><meta charset=""UTF-8""><strong data-end=""108"" data-start=""75"">Betrayal at House on the Hill</strong> est un jeu de plateau immersif mêlant exploration, <a href=""https://shop.loufoque.fr/collections/jeux-societe-cooperatifs"">coopération</a> et trahison. Les joueurs incarnent des explorateurs qui pénètrent dans une mystérieuse maison hantée, découvrant pièce après pièce un manoir rempli de pièges, d’objets et de phénomènes étranges.</p>
<p><span>Mais attention : au cours de la partie, l’un des explorateurs peut devenir un traître et se retourner contre ses alliés. Chaque partie raconte une histoire différente grâce aux nombreux scénarios possibles, garantissant une expérience renouvelée à chaque session.</span></p>
<p><span><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/lFMY-MeoMA8?si=_KaUVeJNpCSeJ9g4"" height=""315"" width=""560""></iframe></span></p>",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'5010993929306,600.0,shopify,1,deny,manual,54.90,,true,true,,,,,'5010993929306,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/betrayal-at-house-on-the-hill.jpg?v=1772725666,1,"",false,Betrayal at House on the Hill – Jeu d’horreur coopératif,Explorez un manoir hanté dans Betrayal at House on the Hill : coopérez… jusqu’à ce qu’un traître apparaisse. Un jeu d’aventure et de suspense unique.,,,,,,,,,,,,Explorez rapidement la maison,Collectez un maximum d’objets,Restez groupés après la Hantise,Pourquoi chaque partie est-elle différente ?,Comment est choisi le traître ?,Le jeu est-il coopératif ou compétitif ?,Peut-on rejouer souvent au jeu sans se lasser ?,Comment jouer au jeu ?,FAQ – Tout savoir sur Betrayal at House on the Hill,,,,,,installation-rapide,strategie,multicolore; bronze; floral,,,,reflexion-strategique,,12-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
betrayal-at-house-on-the-hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/betrayal-at-house-on-the-hill-2.jpg?v=1772725714,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betrayal-at-house-on-the-hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/betrayal-at-house-on-the-hill-1.jpg?v=1772725714,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riftbound-nexus-night-10-03-2026-16-joueurs,Riftbound Nexus Night 10-03-2026 - 16 joueurs,"<p>Entre dans la Faille de l’invocateur pour notre rendez-vous hebdomadaire : le tournoi <strong>Nexus Night</strong> Riftbound !</p>
<p>Viens t’affronter sur <strong>Riftbound</strong> – League of Legends Trading Card Game. Fan de LoL ou amateur de jeux de stratégie, tu vas adorer cette expérience unique !<br><span><br><strong>Date : Mardi 10 Mars à 18h30 - 16 places</strong><br></span></p>
<ul>
<li><span>Format : Construit, <strong>3 rondes</strong> d'un match en best of 3, <strong>50</strong> <strong>minutes</strong> par match (<strong>BO3</strong>).</span></li>
<li><span>Deck construit de 56 cartes d'un seule héro. </span></li>
<li><span>PAF: 8€</span></li>
<li>
<span>Récompenses :</span>
<ul>
<li><span><strong>1 Booster  Riftbound Spirit Forged</strong></span></li>
<li><span><strong>1 Booster Promo Nexus Night S2 </strong></span></li>
</ul>
</li>
</ul>
<p style=""text-align: center;""><strong>Formule repas sur place : un plat OU deux tapas = une boisson offerte, à choisir parmi notre </strong><a href=""https://menu.tastycloud.fr/bc67c697a5a6865d94dc19bd3eff3e03774109dbe54e6ebf1de353dc93eca570/menu/564?subcategoryid=564""><strong></strong></a><a href=""https://menu.tastycloud.fr/bc67c697a5a6865d94dc19bd3eff3e03774109dbe54e6ebf1de353dc93eca570/menu/564?subcategoryid=564""><strong>Menu.</strong></a></p>
<p style=""text-align: center;""><strong>Rejoignez </strong>nous sur notre <strong>Discord : <a href=""https://discord.gg/CyhPbbY7"">Discord Loufoque</a></strong></p>
<table style=""height: 20.5938px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 20.5938px;"">
<td style=""height: 20.5938px; width: 30.704%; text-align: center;""> 4 à 16 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 20.5938px;"">~ 3h</td>
<td style=""width: 26.5982%; height: 20.5938px; text-align: center;"">12 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards > Gaming Cards,"","2 à 4 joueurs, 20 minutes, 8 ans et +",true,Title,Default Title,,,,,,,,,250.0,shopify,0,deny,manual,8.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/0c1193017065450e14c227e203a305fcacb9469a-1920x1080_e8e4b02e-8fd4-40d2-a267-c9606d2346b3.jpg?v=1770728833,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,1-an-ou-plus,,papier-carton,paquet-de-booster,,,,,,kg,,,active
avant-premiere-naruto-mythos-tcg-13-03-2026-16-joueurs,Naruto Mythos Tcg- Konoha party 13-03-2026 - 16 joueurs,"<p data-start=""65"" data-end=""114""><strong data-start=""68"" data-end=""109"">Prêt à entrer dans la légende ninja ?</strong> </p>
<p data-start=""116"" data-end=""357"">Le <strong data-start=""119"" data-end=""160""><span class=""hover:entity-accent entity-underline inline cursor-pointer align-baseline""><span class=""whitespace-normal"">Naruto Mythos TCG</span></span></strong> arrive enfin ! À l’occasion de sa <strong data-start=""195"" data-end=""232"">sortie officielle le 13 mars 2026</strong>, viens découvrir un jeu de cartes stratégique et immersif où tes personnages préférés s’affrontent dans des duels épiques.</p>
<p data-start=""359"" data-end=""578"">Compose ton deck, maîtrise tes techniques, invoque des pouvoirs mythiques et défie d’autres ninjas pour prouver ta valeur ! Que tu sois collectionneur, stratège ou simple fan de l’univers shinobi, l’aventure t’attend.<br>Rejoins-nous et deviens une légende du champ de bataille !<br><span><br><strong>Date : Vendredi 13 Mars à 18h30 - 16 places</strong><br></span></p>
<p><span><strong>6 booster + 1 booster </strong>offert pour construire ton deck de 30 cartes en 30 mn, suivi d'un petit tournois</span></p>
<ul>
<li><span>Format : Scellé, <strong>3 rondes</strong> d'un match en best of <strong>1</strong>,<strong>30</strong> <strong>minutes</strong> par match (<strong>BO1</strong>).</span></li>
<li><span>Deck construit de 30 cartes + 3 missions. </span></li>
<li><span>PAF: 30€</span></li>
<li>
<span>Récompenses :</span>
<ul>
<li><span><strong>1 Booster  Naruto Mythos TCG edition 1 EN</strong> (englais vers.)</span></li>
<li>
<span><strong>1 carte Promo Fr pour tous</strong></span><span><strong> <br><br><span style=""color: rgb(255, 42, 0);"">/!\ Carte en version Anglaise 1st édition /!\</span></strong></span>
</li>
</ul>
</li>
</ul>
<p><span style=""color: rgb(255, 42, 0);""><strong>/</strong></span><span style=""color: rgb(255, 42, 0);""><strong>!\ Attention, risque de certain changement au court de la semaine à venir. /!\</strong></span></p>
<p style=""text-align: center;""><strong>Formule repas sur place : un plat OU deux tapas = une boisson offerte, à choisir parmi notre </strong><a href=""https://menu.tastycloud.fr/bc67c697a5a6865d94dc19bd3eff3e03774109dbe54e6ebf1de353dc93eca570/menu/564?subcategoryid=564""><strong></strong></a><a href=""https://menu.tastycloud.fr/bc67c697a5a6865d94dc19bd3eff3e03774109dbe54e6ebf1de353dc93eca570/menu/564?subcategoryid=564""><strong>Menu.</strong></a></p>
<p style=""text-align: center;""><strong>Rejoignez </strong>nous sur notre <strong>Discord : <a href=""https://discord.gg/5tZzHBCn"">Discord Loufoque</a></strong></p>
<table width=""100%"" style=""height: 20.5938px; width: 100.035%;"">
<tbody>
<tr style=""height: 20.5938px;"">
<td style=""height: 20.5938px; width: 30.704%; text-align: center;""> 4 à 16 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 20.5938px;"">~ 2h</td>
<td style=""width: 26.5982%; height: 20.5938px; text-align: center;"">12 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards > Gaming Cards,"","2 à 4 joueurs, 20 minutes, 8 ans et +",true,Title,Default Title,,,,,,,,,250.0,shopify,6,deny,manual,30.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Naruto_Mythos_TCG_eabaa4d0-4dda-44aa-af90-18f689d8ee08.webp?v=1772367590,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,1-an-ou-plus,,papier-carton,paquet-de-booster,,,,,,kg,,,active
the-vale-of-eternity-extension-curse,The Vale Of Eternity : Extension Curse,"<p> </p>
<table width=""100%"" style=""height: 19.5833px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.5833px;"">
<td style=""height: 19.5833px; width: 30.704%; text-align: center;""> 2 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.5833px;"">40 min</td>
<td style=""width: 26.5982%; height: 19.5833px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<div>
<b><br>The Vale of Eternity - Curse </b>enrichit l’expérience avec l’arrivée des Invocateurs, des personnages dotés de pouvoirs uniques qui évoluent au fil de la partie. Chaque joueur en incarne un, ajoutant une forte asymétrie et une rejouabilité renouvelée. </div>
<div><br></div>
<div>Cette extension introduit aussi deux nouvelles dynamiques : les malédictions, qui pèsent sur vos cartes et votre score final mais peuvent être apaisées pour gagner des points, et les sceaux, une ressource précieuse à briser pour invoquer ou à réparer pour se protéger. </div>
<div><br></div>
<div>Entre puissance corruptrice et purification, il faudra gérer vos choix pour triompher de l’influence de l’Arbre maudit.</div>
<div><br></div>
<div>
<strong><span style=""color: rgb(255, 42, 0);"">Nécessite le jeu de base.</span></strong><br><br>
</div>",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770033532850,750.0,shopify,2,deny,manual,15.90,,true,true,,,,,'377033532850,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/the-vale-of-eternity-curse.jpg?v=1771760823,1,"",false,The Vale of Eternity – Jeu de société stratégique (2-4 joueurs),"Devenez dresseur de créatures mythiques avec The Vale of Eternity : jeu de cartes et gestion pour 2-4 joueurs, parties rapides, stratégies profondes.",,,,,,,,,,,,Optimisez vos choix de capture dès le début,Construisez des combinaisons puissantes,Adaptez-vous aux adversaires et à l’offre,Le jeu privilégie-t-il la chance ou la stratégie ?,Qu’est-ce qui rend chaque partie unique ?,Le jeu est-il adapté pour débutants ?,Combien de joueurs et quelle durée de partie ?,Comment jouer à The Vale Of Eternity ?,FAQ – Tout savoir sur The Vale of Eternity,,,,,,,strategie; simulation-de-guerre,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
the-vale-of-eternity-extension-curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/the-vale-of-eternity-curse-1.jpg?v=1771760823,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-vale-of-eternity-extension-curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/the-vale-of-eternity-curse-2.jpg?v=1771760823,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carnuta,Carnuta,"<p><strong data-start=""222"" data-end=""233"">Carnuta</strong> est un jeu de société stratégique et tactique où chaque joueur incarne un esprit protecteur de la forêt sacré.</p>
<p>Dans une ambiance nature et zen, vous plantez des arbres, récoltez des ressources et construisez votre forêt tout en préservant l’équilibre de l’écosystème. À la fois accessible et profond, Carnuta offre un savant mélange de <strong data-start=""570"" data-end=""608"">gestion, placement et optimisation</strong> pour des parties interactives et immersives.</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<p> </p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kisgTqpaS9g?si=SnAAXY1wG6uP3pKt"" title=""YouTube video player""></iframe></p>",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'5425016929421,600.0,shopify,6,deny,manual,17.90,,true,true,,,,,'5425016929421,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/carnuta-p-image-107992-grande.webp?v=1771605825,1,"",false,Carnuta – jeu stratégique & placement d’arbres,"Construisez et optimisez votre forêt dans Carnuta, jeu de stratégie et de placement pour 2-4 joueurs, ambiance nature et tactique.",,,,,,,,,,,,Placer vos arbres intelligemment,Récolter efficacement,Optimiser vos tours,Combien de joueurs peuvent jouer à Carnuta ?,Que contient la boîte du jeu Carnuta ?,Carnuta est-il un jeu compétitif ou collaboratif ?,Le hasard joue-t-il un rôle important dans Carnuta ?,Comment jouer à Carnuta ?,FAQ – Tout savoir sur Carnuta,,,,,,installation-rapide,strategie,multicolore; bronze; floral,,,,reflexion-strategique,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
carnuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/carnuta-p-image-109385-grande3.webp?v=1771605825,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carnuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/carnuta-p-image-107993-grande4.webp?v=1771605825,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carnuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/carnuta-p-image-109384-grande2.webp?v=1771605825,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
les-secrets-de-warden-keene,Les Secrets de Warden Keene,"<table width=""100%"" style=""font-size: 0.875rem; height: 19.5833px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.5833px;"">
<td style=""height: 19.5833px; width: 30.704%; text-align: center;"">1 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.5833px;"">20 min / énigme</td>
<td style=""width: 26.5982%; height: 19.5833px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<p data-end=""412"" data-start=""124""><strong data-end=""144"" data-start=""124""><!----></strong></p>
<p data-end=""1101"" data-start=""953""><em data-start=""251"" data-end=""280"">Les Secrets de Warden Keene</em> est un jeu d’enquête narratif qui plonge les joueurs dans une <strong>aventure sombre et pleine de mystères</strong>.</p>
<p data-end=""1101"" data-start=""953"">Vous incarnez une équipe d’enquêteurs appelés à résoudre le meurtre d’un influent industriel dans des conditions étranges et inquiétantes. Chaque indice découvert, chaque décision prise rapproche l’équipe de la vérité… ou la plonge encore plus profondément dans le mystère entourant Warden Keene.</p>
<p data-end=""1101"" data-start=""953"">Accessible, immersif et fortement orienté narration, ce jeu combine <strong>réflexion, déduction et ambiance policière </strong>pour des parties captivantes.</p>
<p data-end=""1101"" data-start=""953""><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/JAI4Zd3XpGY?si=op4c469zsvWaNFBK"" title=""YouTube video player""></iframe></p>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3760267991332,800.0,shopify,3,deny,manual,22.50,,true,true,,,,,'3760267991332,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/les-secrets-de-warden-keene.jpg?v=1771603058,1,"",false,Les Secrets de Warden Keene – Enquête narrative immersive,"Plongez dans Les Secrets de Warden Keene, un jeu d’enquête narratif solo ou en équipe où chaque indice compte. Résolvez un mystère passionnant.",,,,,,,,,,,,Lisez bien toutes les informations.,Discutez bien de tout ce que vous avez en tête.,"Enfin, soyez prêt à revoir vos hypothèses intermédiaires. ",Qu’est-ce que Les Secrets de Warden Keene exactement ?,Peut-on y jouer en solo ou en équipe ?,Le jeu est-il rejouable ?,"Faut-il des accessoires supplémentaires (dés, stylos, papier) pour jouer ?",Comment jouer à Warden Keene ?,FAQ – Tout savoir sur Les secrets de Warden Keene,,,,,,,deduction-et-detectives; cooperative,multicolore; noir; marron,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
les-secrets-de-warden-keene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/les-secrets-de-warden-keene2.jpg?v=1771603058,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
les-secrets-de-warden-keene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/les-secrets-de-warden-keene3.jpg?v=1771603058,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riftbound-nexus-night-03-03-2026-16-joueurs,Riftbound Nexus Night 03-03-2026 - 16 joueurs,"<p>Entre dans la Faille de l’invocateur pour notre rendez-vous hebdomadaire : le tournoi <strong>Nexus Night</strong> Riftbound !</p>
<p>Viens t’affronter sur <strong>Riftbound</strong> – League of Legends Trading Card Game. Fan de LoL ou amateur de jeux de stratégie, tu vas adorer cette expérience unique !<br><span><br><strong>Date : Mardi  03 Mars à 18h30 - 16 places</strong><br></span></p>
<ul>
<li><span>Format : Construit, <strong>3 rondes</strong> d'un match en best of 3, <strong>50</strong> <strong>minutes</strong> par match (<strong>BO3</strong>).</span></li>
<li><span>Deck construit de 56 cartes d'un seule héro. </span></li>
<li><span>PAF: 8€</span></li>
<li>
<span>Récompenses :</span>
<ul>
<li><span><strong>1 Booster  Riftbound Spirit Forged</strong></span></li>
<li><span><strong>1 Booster Promo Nexus Night S2 </strong></span></li>
</ul>
</li>
</ul>
<p style=""text-align: center;""><strong>Formule repas sur place : un plat OU deux tapas = une boisson offerte, à choisir parmi notre </strong><a href=""https://menu.tastycloud.fr/bc67c697a5a6865d94dc19bd3eff3e03774109dbe54e6ebf1de353dc93eca570/menu/564?subcategoryid=564""><strong></strong></a><a href=""https://menu.tastycloud.fr/bc67c697a5a6865d94dc19bd3eff3e03774109dbe54e6ebf1de353dc93eca570/menu/564?subcategoryid=564""><strong>Menu.</strong></a></p>
<p style=""text-align: center;""><strong>Rejoignez </strong>nous sur notre <strong>Discord : <a href=""https://discord.gg/CyhPbbY7"">Discord Loufoque</a></strong></p>
<table style=""height: 20.5938px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 20.5938px;"">
<td style=""height: 20.5938px; width: 30.704%; text-align: center;""> 4 à 16 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 20.5938px;"">~ 3h</td>
<td style=""width: 26.5982%; height: 20.5938px; text-align: center;"">12 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards > Gaming Cards,"","2 à 4 joueurs, 20 minutes, 8 ans et +",false,Title,Default Title,,,,,,,,,250.0,shopify,0,deny,manual,8.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/0c1193017065450e14c227e203a305fcacb9469a-1920x1080_e8e4b02e-8fd4-40d2-a267-c9606d2346b3.jpg?v=1770728833,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,1-an-ou-plus,,papier-carton,paquet-de-booster,,,,,,kg,,,draft
